#Energy[eV]	Flux[ph/s/100mA] 
20000.000	3.227439E+12 
60000.000	1.720785E+09 
80000.000	1.043961E+08 
100000.000	3.546857E+06 
140000.000	1.108744E+04 
160000.000	9.304939E+02 
180000.000	4.298989E+01 
220000.000	1.854521E-01 
240000.000	1.850791E-02 
260000.000	1.519930E-03 
300000.000	3.893595E-04 
