#Energy[eV]	Flux[ph/s/100mA] 
15000.000	7.162714E+12 
45000.000	9.360028E+09 
60000.000	9.358067E+08 
75000.000	5.586028E+07 
105000.000	5.231608E+05 
120000.000	8.225598E+04 
135000.000	6.778810E+03 
165000.000	1.012290E+02 
180000.000	1.846761E+01 
195000.000	1.662136E+00 
225000.000	3.133716E-02 
240000.000	6.090512E-03 
255000.000	8.078641E-04 
285000.000	2.319297E-04 
300000.000	3.183029E-04 
