#K = 1.885566
#Energy[eV]	Flux[ph/s/100mA] 
20000.000	1.395000E+12 
60000.000	3.029070E+02 
80000.000	7.422756E-01 
100000.000	1.909502E-03 
140000.000	7.915069E-08 
160000.000	9.910283E-10 
180000.000	8.248986E-12 
220000.000	4.055710E-14 
240000.000	2.207015E-14 
260000.000	5.867700E-15 
300000.000	1.425363E-15 
