#Energy[eV]    Flux (2X2)mrad^2 [ph/s/100mA]    Flux Rh (2X2)mrad^2 [ph/s/100mA]    Flux Pt (2X2)mrad^2 [ph/s/100mA]    Flux (1.1X0.23)mrad^2 [ph/s/100mA]    Flux Rh (1.1X0.23)mrad^2 [ph/s/100mA]    Flux Pt (1.1X0.23)mrad^2 [ph/s/100mA]  
9000.000	1.512002E+12	1.332757E+12	1.396130E+12	4.568699E+11	4.027086E+11	4.218578E+11
27000.00	6.535278E+10	1.342778E+08	5.267768E+10	2.941743E+10	6.044286E+07	2.371196E+10
36000.00	2.838812E+10	2.917546E+06	1.873229E+10	1.360122E+10	1.397845E+06	8.974948E+09
45000.00	6.645342E+09	8.565051E+04	4.557100E+07	3.299189E+09	4.252261E+04	2.262447E+07
63000.00	9.016839E+08	6.197871E+02	1.212417E+05	4.686715E+08	3.221490E+02	6.301823E+04
72000.00	5.312838E+08	1.183240E+02	1.898710E+04	2.814878E+08	6.269110E+01	1.005985E+04
81000.00	1.653908E+08	1.378934E+01	1.957586E+03	8.934126E+07	7.448764E+00	1.057454E+03
99000.00	3.863864E+07	6.148805E-01	8.643817E+01	2.171477E+07	3.455605E-01	4.857792E+01
108000.00	2.769050E+07	2.160504E-01	2.967481E+01	1.588569E+07	1.239454E-01	1.702406E+01
117000.00	1.015439E+07	4.121897E-02	5.548945E+00	5.943846E+06	2.412741E-02	3.248060E+00
135000.00	2.583891E+06	3.275507E-03	4.275808E-01	1.576852E+06	1.998919E-03	2.609365E-01
144000.00	2.033916E+06	1.527752E-03	1.970910E-01	1.266575E+06	9.513730E-04	1.227339E-01
153000.00	7.266788E+05	3.341018E-04	4.269712E-02	4.615570E+05	2.122080E-04	2.711948E-02
171000.00	2.039693E+05	3.816537E-05	4.804327E-03	1.344364E+05	2.515484E-05	3.166538E-03
180000.00	1.460806E+05	1.806800E-05	2.259776E-03	9.796531E+04	1.211686E-05	1.515463E-03
189000.00	5.781494E+04	4.824842E-06	6.000418E-04	3.939799E+04	3.287889E-06	4.088985E-04
207000.00	1.566903E+04	6.283125E-07	7.741453E-05	1.098972E+04	4.406769E-07	5.429591E-05
216000.00	1.298596E+04	3.696792E-07	4.537027E-05	9.225332E+03	2.626231E-07	3.223140E-05
225000.00	4.965755E+03	1.017861E-07	1.244867E-05	3.568295E+03	7.314149E-08	8.945370E-06
243000.00	1.399231E+03	1.544611E-08	1.877926E-06	1.024887E+03	1.131372E-08	1.375513E-06
252000.00	1.107517E+03	9.127161E-09	1.106862E-06	8.172301E+02	6.734875E-09	8.167465E-07
261000.00	4.227359E+02	2.627896E-09	3.179520E-07	3.140512E+02	1.952268E-09	2.362071E-07
279000.00	1.229643E+02	4.473930E-10	5.391357E-08	9.228331E+01	3.357640E-10	4.046153E-08
288000.00	9.196141E+01	2.593040E-10	3.119280E-08	6.921276E+01	1.951590E-10	2.347659E-08
297000.00	3.292253E+01	7.251500E-11	8.708964E-09	2.483189E+01	5.469500E-11	6.568755E-09
315000.00	9.508246E+00	1.306100E-11	1.564062E-09	7.186276E+00	9.871000E-12	1.182109E-09
324000.00	8.397610E+00	9.201000E-12	1.100515E-09	6.344286E+00	6.951000E-12	8.314250E-10
333000.00	4.000781E+00	3.519000E-12	4.203500E-10	3.021246E+00	2.657000E-12	3.174330E-10
351000.00	1.070850E+00	6.170000E-13	7.360300E-11	8.054433E-01	4.640000E-13	5.536100E-11
360000.00	7.920607E-01	3.730000E-13	4.439600E-11	5.939512E-01	2.800000E-13	3.329200E-11
369000.00	3.462535E-01	1.340000E-13	1.590800E-11	2.587803E-01	1.000000E-13	1.188900E-11

