#Energy[eV]    Flux (2X2)mrad^2 [ph/s/100mA]    Flux Rh (2X2)mrad^2 [ph/s/100mA]    Flux Pt (2X2)mrad^2 [ph/s/100mA]    Flux (1.1X0.23)mrad^2 [ph/s/100mA]    Flux Rh (1.1X0.23)mrad^2 [ph/s/100mA]    Flux Pt (1.1X0.23)mrad^2 [ph/s/100mA]  
18000.00	1.333471E+12	1.155210E+12	1.066051E+12	5.305525E+11	4.596270E+11	4.241530E+11
54000.00	2.135912E+10	5.517573E+04	1.474200E+07	1.087203E+10	2.808505E+04	7.503839E+06
72000.00	5.676120E+09	1.264148E+03	2.028541E+05	3.007354E+09	6.697780E+02	1.074773E+05
90000.00	8.028033E+08	2.798710E+01	4.016695E+03	4.422606E+08	1.541796E+01	2.212778E+03
126000.00	4.017769E+07	8.920690E-02	1.180950E+01	2.402072E+07	5.333342E-02	7.060452E+00
144000.00	1.456914E+07	1.094344E-02	1.411782E+00	9.072603E+06	6.814780E-03	8.791554E-01
162000.00	2.793016E+06	8.088457E-04	1.025740E-01	1.808772E+06	5.238128E-04	6.642750E-02
198000.00	2.459910E+05	1.411056E-05	1.746187E-03	1.702318E+05	9.764855E-06	1.208404E-03
216000.00	1.056185E+05	3.006706E-06	3.690092E-04	7.503223E+04	2.135988E-06	2.621471E-04
234000.00	2.366228E+04	3.538032E-07	4.313620E-05	1.717275E+04	2.567703E-07	3.130581E-05
270000.00	2.671471E+03	1.264808E-08	1.527076E-06	1.995024E+03	9.445439E-09	1.140403E-06
288000.00	1.238570E+03	3.492396E-09	4.201162E-07	9.321829E+02	2.628476E-09	3.161913E-07
306000.00	2.864419E+02	4.964900E-10	5.953993E-08	2.163913E+02	3.750710E-10	4.497918E-08
342000.00	3.217223E+01	2.284900E-11	2.726298E-09	2.426027E+01	1.723000E-11	2.055832E-09
360000.00	1.591723E+01	7.492000E-12	8.921820E-10	1.193603E+01	5.618000E-12	6.690300E-10
378000.00	3.599121E+00	1.146000E-12	1.361910E-10	2.679653E+00	8.530000E-13	1.013990E-10
