#     Energy       Flux            PL            PC          PL45
#         eV  ph/s/0.1%             -             -             -
2.16689e+04  4.373e+12  7.783421e-01  0.000000e+00  0.000000e+00
2.17688e+04  4.357e+12  7.788055e-01  0.000000e+00  0.000000e+00
2.18686e+04  4.341e+12  7.792660e-01  0.000000e+00  0.000000e+00
2.19685e+04  4.325e+12  7.797236e-01  0.000000e+00  0.000000e+00
2.20683e+04  4.309e+12  7.801783e-01  0.000000e+00  0.000000e+00
2.21682e+04  4.293e+12  7.806301e-01  0.000000e+00  0.000000e+00
2.22680e+04  4.278e+12  7.810791e-01  0.000000e+00  0.000000e+00
2.23679e+04  4.262e+12  7.815251e-01  0.000000e+00  0.000000e+00
2.24677e+04  4.246e+12  7.819683e-01  0.000000e+00  0.000000e+00
2.25676e+04  4.230e+12  7.824087e-01  0.000000e+00  0.000000e+00
2.26674e+04  4.215e+12  7.828463e-01  0.000000e+00  0.000000e+00
2.27673e+04  4.199e+12  7.832811e-01  0.000000e+00  0.000000e+00
2.28671e+04  4.184e+12  7.837131e-01  0.000000e+00  0.000000e+00
2.29670e+04  4.168e+12  7.841423e-01  0.000000e+00  0.000000e+00
2.30668e+04  4.153e+12  7.845687e-01  0.000000e+00  0.000000e+00
2.31667e+04  4.137e+12  7.849925e-01  0.000000e+00  0.000000e+00
2.32665e+04  4.122e+12  7.854135e-01  0.000000e+00  0.000000e+00
2.33664e+04  4.106e+12  7.858317e-01  0.000000e+00  0.000000e+00
2.34662e+04  4.091e+12  7.862473e-01  0.000000e+00  0.000000e+00
2.35661e+04  4.076e+12  7.866602e-01  0.000000e+00  0.000000e+00
2.36659e+04  4.061e+12  7.870705e-01  0.000000e+00  0.000000e+00
2.37658e+04  4.045e+12  7.874781e-01  0.000000e+00  0.000000e+00
2.38656e+04  4.030e+12  7.878830e-01  0.000000e+00  0.000000e+00
2.39655e+04  4.015e+12  7.882853e-01  0.000000e+00  0.000000e+00
2.40653e+04  4.000e+12  7.886850e-01  0.000000e+00  0.000000e+00
2.41652e+04  3.985e+12  7.890822e-01  0.000000e+00  0.000000e+00
2.42650e+04  3.970e+12  7.894767e-01  0.000000e+00  0.000000e+00
2.43649e+04  3.955e+12  7.898687e-01  0.000000e+00  0.000000e+00
2.44647e+04  3.940e+12  7.902581e-01  0.000000e+00  0.000000e+00
2.45646e+04  3.925e+12  7.906450e-01  0.000000e+00  0.000000e+00
2.46644e+04  3.910e+12  7.910294e-01  0.000000e+00  0.000000e+00
2.47643e+04  3.896e+12  7.914113e-01  0.000000e+00  0.000000e+00
2.48641e+04  3.881e+12  7.917907e-01  0.000000e+00  0.000000e+00
2.49640e+04  3.866e+12  7.921676e-01  0.000000e+00  0.000000e+00
2.50638e+04  3.851e+12  7.925420e-01  0.000000e+00  0.000000e+00
2.51637e+04  3.837e+12  7.929140e-01  0.000000e+00  0.000000e+00
2.52635e+04  3.822e+12  7.932836e-01  0.000000e+00  0.000000e+00
2.53634e+04  3.808e+12  7.936508e-01  0.000000e+00  0.000000e+00
2.54632e+04  3.793e+12  7.940155e-01  0.000000e+00  0.000000e+00
2.55631e+04  3.779e+12  7.943779e-01  0.000000e+00  0.000000e+00
2.56629e+04  3.764e+12  7.947379e-01  0.000000e+00  0.000000e+00
2.57628e+04  3.750e+12  7.950955e-01  0.000000e+00  0.000000e+00
2.58626e+04  3.735e+12  7.954508e-01  0.000000e+00  0.000000e+00
2.59625e+04  3.721e+12  7.958037e-01  0.000000e+00  0.000000e+00
2.60623e+04  3.707e+12  7.961544e-01  0.000000e+00  0.000000e+00
2.61622e+04  3.693e+12  7.965027e-01  0.000000e+00  0.000000e+00
2.62620e+04  3.679e+12  7.968488e-01  0.000000e+00  0.000000e+00
2.63619e+04  3.664e+12  7.971926e-01  0.000000e+00  0.000000e+00
2.64617e+04  3.650e+12  7.975341e-01  0.000000e+00  0.000000e+00
2.65616e+04  3.636e+12  7.978734e-01  0.000000e+00  0.000000e+00
2.66614e+04  3.622e+12  7.982104e-01  0.000000e+00  0.000000e+00
2.67613e+04  3.608e+12  7.985452e-01  0.000000e+00  0.000000e+00
2.68611e+04  3.594e+12  7.988779e-01  0.000000e+00  0.000000e+00
2.69610e+04  3.581e+12  7.992083e-01  0.000000e+00  0.000000e+00
2.70608e+04  3.567e+12  7.995366e-01  0.000000e+00  0.000000e+00
2.71607e+04  3.553e+12  7.998627e-01  0.000000e+00  0.000000e+00
2.72605e+04  3.539e+12  8.001867e-01  0.000000e+00  0.000000e+00
2.73604e+04  3.525e+12  8.005085e-01  0.000000e+00  0.000000e+00
2.74602e+04  3.512e+12  8.008282e-01  0.000000e+00  0.000000e+00
2.75601e+04  3.498e+12  8.011458e-01  0.000000e+00  0.000000e+00
