#Energy[eV]    Flux (66X66)urad^2 [ph/s/100mA]    Flux (66X21.622)urad^2 [ph/s/100mA] 
10000.00	1.954595E+13	1.379570E+13
30000.00	1.319672E+11	5.751986E+10
40000.00	2.319201E+10	1.136829E+10
50000.00	3.098506E+09	1.528413E+09
70000.00	8.147963E+07	3.527990E+07
80000.00	2.432629E+07	1.163503E+07
90000.00	3.517340E+06	1.569092E+06
110000.00	1.655132E+05	7.400611E+04
120000.00	5.827141E+04	2.473401E+04
130000.00	1.296726E+04	5.062265E+03
150000.00	2.994380E+03	1.049822E+03
160000.00	2.825632E+03	9.607383E+02
170000.00	1.373827E+03	4.625350E+02
190000.00	7.030056E+02	2.354435E+02
200000.00	7.684504E+02	2.573081E+02
210000.00	4.217169E+02	1.410738E+02
230000.00	2.366436E+02	7.915091E+01
240000.00	2.954960E+02	9.881436E+01
250000.00	1.414665E+02	4.729389E+01
270000.00	9.078356E+01	3.033324E+01
280000.00	1.079742E+02	3.607687E+01
290000.00	6.105033E+01	2.039473E+01
310000.00	3.538944E+01	1.181919E+01
320000.00	3.953284E+01	1.320127E+01
330000.00	2.606377E+01	8.706375E+00
350000.00	1.892753E+01	6.318707E+00
360000.00	2.657947E+01	8.875990E+00
370000.00	1.094898E+01	3.655892E+00
390000.00	8.968667E+00	2.992994E+00
400000.00	1.353030E+01	4.516052E+00
