#Energy[eV]    Flux (66X66)urad^2 [ph/s/100mA]    Flux (66X21.622)urad^2 [ph/s/100mA] 
20000.00	4.299350E+12	2.613304E+12
60000.00	2.827773E+09	1.166928E+09
80000.00	1.471527E+08	6.606738E+07
100000.00	4.050943E+06	1.742545E+06
140000.00	4.463203E+04	1.569759E+04
160000.00	2.513393E+04	8.468392E+03
180000.00	9.680375E+03	3.242687E+03
220000.00	3.579417E+03	1.197488E+03
240000.00	3.138507E+03	1.049604E+03
260000.00	1.513412E+03	5.060753E+02
300000.00	8.237105E+02	2.753158E+02
320000.00	9.286277E+02	3.103004E+02
340000.00	4.191673E+02	1.400901E+02
380000.00	2.788107E+02	9.316217E+01
400000.00	3.542379E+02	1.183011E+02
