# MOGNO Spectrum considering KB reflectivity for High energy stripe and Si filter with 5*sqrt(2) mm thick 
#  Energy [eV] 	 Beamline Spectrum after KB [ph/s/350mA/0.1%bW] 	 Beamline Spectrum after KB and Si Filter [ph/s/350mA/0.1%bW]
1.000000000000000000e+03 5.581941266954963684e+09 0.000000000000000000e+00
1.010000000000000000e+03 5.616392667653355598e+09 0.000000000000000000e+00
1.020000000000000000e+03 5.650770276709856987e+09 0.000000000000000000e+00
1.030000000000000000e+03 5.685105766027224541e+09 0.000000000000000000e+00
1.040000000000000000e+03 5.719413061873255730e+09 0.000000000000000000e+00
1.050000000000000000e+03 5.753698343694033623e+09 0.000000000000000000e+00
1.060000000000000000e+03 5.787964183858363152e+09 0.000000000000000000e+00
1.070000000000000000e+03 5.822215766472676277e+09 0.000000000000000000e+00
1.080000000000000000e+03 5.856451846802036285e+09 0.000000000000000000e+00
1.090000000000000000e+03 5.890673524436973572e+09 0.000000000000000000e+00
1.100000000000000000e+03 5.924881974281721115e+09 0.000000000000000000e+00
1.110000000000000000e+03 5.959079416931466103e+09 0.000000000000000000e+00
1.120000000000000000e+03 5.993263217188109398e+09 0.000000000000000000e+00
1.130000000000000000e+03 6.027435329839130402e+09 0.000000000000000000e+00
1.140000000000000000e+03 6.061598047340661049e+09 0.000000000000000000e+00
1.150000000000000000e+03 6.095747478533164978e+09 0.000000000000000000e+00
1.160000000000000000e+03 6.129887498008245468e+09 0.000000000000000000e+00
1.170000000000000000e+03 6.164016470520399094e+09 0.000000000000000000e+00
1.180000000000000000e+03 6.198134549067878723e+09 0.000000000000000000e+00
1.190000000000000000e+03 6.232241053408363342e+09 0.000000000000000000e+00
1.200000000000000000e+03 6.266339607167541504e+09 0.000000000000000000e+00
1.210000000000000000e+03 6.300424186825393677e+09 0.000000000000000000e+00
1.220000000000000000e+03 6.334501295017269135e+09 0.000000000000000000e+00
1.230000000000000000e+03 6.368572203969186783e+09 0.000000000000000000e+00
1.240000000000000000e+03 6.402633331432456017e+09 0.000000000000000000e+00
1.250000000000000000e+03 6.436680478767063141e+09 0.000000000000000000e+00
1.260000000000000000e+03 6.470759572724362373e+09 0.000000000000000000e+00
1.270000000000000000e+03 6.504845626760999680e+09 0.000000000000000000e+00
1.280000000000000000e+03 6.538915274338940620e+09 0.000000000000000000e+00
1.290000000000000000e+03 6.572974055423836708e+09 0.000000000000000000e+00
1.300000000000000000e+03 6.607020523299993515e+09 0.000000000000000000e+00
1.310000000000000000e+03 6.637565251596590996e+09 0.000000000000000000e+00
1.320000000000000000e+03 6.667336860212014198e+09 0.000000000000000000e+00
1.330000000000000000e+03 6.697120695792028427e+09 0.000000000000000000e+00
1.340000000000000000e+03 6.726928198426731110e+09 0.000000000000000000e+00
1.350000000000000000e+03 6.756745899300146103e+09 0.000000000000000000e+00
1.360000000000000000e+03 6.786548654994737625e+09 0.000000000000000000e+00
1.370000000000000000e+03 6.816335498290127754e+09 0.000000000000000000e+00
1.380000000000000000e+03 6.846111180050360680e+09 0.000000000000000000e+00
1.390000000000000000e+03 6.875872029813189507e+09 0.000000000000000000e+00
1.400000000000000000e+03 6.905638572060812950e+09 0.000000000000000000e+00
1.410000000000000000e+03 6.935404918447756767e+09 0.000000000000000000e+00
1.420000000000000000e+03 6.965159704442783356e+09 0.000000000000000000e+00
1.430000000000000000e+03 6.994898845313007355e+09 0.000000000000000000e+00
1.440000000000000000e+03 7.024627222568875313e+09 0.000000000000000000e+00
1.450000000000000000e+03 7.054334536353771210e+09 0.000000000000000000e+00
1.460000000000000000e+03 7.084031334174288750e+09 0.000000000000000000e+00
1.470000000000000000e+03 7.113715435657258987e+09 0.000000000000000000e+00
1.480000000000000000e+03 7.143380122746895790e+09 0.000000000000000000e+00
1.490000000000000000e+03 7.173038180925985336e+09 0.000000000000000000e+00
1.500000000000000000e+03 7.202674036599502563e+09 0.000000000000000000e+00
1.510000000000000000e+03 7.232298266932644844e+09 0.000000000000000000e+00
1.520000000000000000e+03 7.261911212726056099e+09 0.000000000000000000e+00
1.530000000000000000e+03 7.291506912808354378e+09 0.000000000000000000e+00
1.540000000000000000e+03 7.321087902162920952e+09 0.000000000000000000e+00
1.550000000000000000e+03 7.350651101679475784e+09 0.000000000000000000e+00
1.560000000000000000e+03 7.380218955893105507e+09 0.000000000000000000e+00
1.570000000000000000e+03 7.409750731268302917e+09 0.000000000000000000e+00
1.580000000000000000e+03 7.439273590947432518e+09 0.000000000000000000e+00
1.590000000000000000e+03 7.468775517509626389e+09 0.000000000000000000e+00
1.600000000000000000e+03 7.498262774936594009e+09 0.000000000000000000e+00
1.610000000000000000e+03 7.527736776968331337e+09 0.000000000000000000e+00
1.620000000000000000e+03 7.557191067893857956e+09 0.000000000000000000e+00
1.630000000000000000e+03 7.586631122977825165e+09 0.000000000000000000e+00
1.640000000000000000e+03 7.616051188676160812e+09 0.000000000000000000e+00
1.650000000000000000e+03 7.645456198551424980e+09 0.000000000000000000e+00
1.660000000000000000e+03 7.674839416413929939e+09 0.000000000000000000e+00
1.670000000000000000e+03 7.704205701781605721e+09 0.000000000000000000e+00
1.680000000000000000e+03 7.733551841420856476e+09 0.000000000000000000e+00
1.690000000000000000e+03 7.762879588192181587e+09 0.000000000000000000e+00
1.700000000000000000e+03 7.792185704469881058e+09 0.000000000000000000e+00
1.710000000000000000e+03 7.818937414780186653e+09 0.000000000000000000e+00
1.720000000000000000e+03 7.844863353691671371e+09 0.000000000000000000e+00
1.730000000000000000e+03 7.870769863103384018e+09 0.000000000000000000e+00
