#Energy[eV]	Flux[ph/s/100mA] 
18000.000	9.742409E+11 
54000.000	5.399986E+04 
72000.000	3.161096E+02 
90000.000	1.541631E+00 
126000.000	1.074242E-04 
144000.000	1.762288E-06 
162000.000	2.882342E-08 
198000.000	3.966831E-09 
216000.000	2.938866E-09 
234000.000	9.620598E-10 
270000.000	4.817988E-10 
288000.000	7.212343E-10 
306000.000	2.849060E-10 
342000.000	1.055492E-10 
360000.000	1.300787E-10 
378000.000	4.589725E-11 
