#APU18, K = 1.922968
#Energy[eV]	Flux[ph/s/eV/100mA] 
4720.00	1.318677E+11 
4730.00	1.437745E+11 
4740.00	1.579111E+11 
4750.00	1.758734E+11 
4760.00	2.004477E+11 
4770.00	2.366738E+11 
4780.00	2.935473E+11 
4790.00	3.866024E+11 
4800.00	5.401687E+11 
4810.00	7.899711E+11 
4820.00	1.190679E+12 
4830.00	1.829189E+12 
4840.00	2.833048E+12 
4850.00	4.380176E+12 
4860.00	6.731226E+12 
4870.00	1.026265E+13 
4880.00	1.550843E+13 
4890.00	2.325551E+13 
4900.00	3.473703E+13 
4910.00	5.217908E+13 
4920.00	7.956025E+13 
4930.00	1.186346E+14 
4940.00	1.587364E+14 
4950.00	1.874923E+14 
4960.00	2.084380E+14 
4970.00	2.281928E+14 
4980.00	2.449766E+14 
4990.00	2.309494E+14 
5000.00	1.400503E+14 
5010.00	4.048028E+13 
5020.00	6.971791E+12 
5030.00	2.278781E+12 
5040.00	1.390215E+12 
5050.00	9.831133E+11 
5060.00	7.415575E+11 
5070.00	5.831400E+11 
5080.00	4.724831E+11 
5090.00	3.916518E+11 
5100.00	3.305629E+11 
5110.00	2.831406E+11 
5120.00	2.455271E+11 
5130.00	2.151458E+11 
5140.00	1.902214E+11 
5150.00	1.695180E+11 
5160.00	1.521114E+11 
5170.00	1.373367E+11 
5180.00	1.246844E+11 
5190.00	1.137609E+11 
5200.00	1.042616E+11 
5210.00	9.595540E+10 
5220.00	8.864059E+10 
5230.00	8.217488E+10 
5240.00	7.642464E+10 
5250.00	7.129157E+10 
5260.00	6.669141E+10 
5270.00	6.254640E+10 
5280.00	5.880674E+10 
5290.00	5.541849E+10 
5300.00	5.233591E+10 
5310.00	4.952548E+10 
5320.00	4.696139E+10 
5330.00	4.461192E+10 
5340.00	4.244896E+10 
5350.00	4.046217E+10 
5360.00	3.862980E+10 
5370.00	3.693171E+10 
5380.00	3.537097E+10 
5390.00	3.392172E+10 
5400.00	3.256859E+10 
5410.00	3.132388E+10 
5420.00	3.015327E+10 
5430.00	2.906428E+10 
5440.00	2.804849E+10 
