#Energy[eV] Flux[ph/s/500mA/0.1%bW] 
1.035897533915813540e+02 2.712718081781498438e+13
1.036074043039292292e+02 2.712863927876478516e+13
1.036250582238592983e+02 2.713009780854940625e+13
1.036427151518842038e+02 2.713155640717305859e+13
1.036603750885163180e+02 2.713301507463725781e+13
1.036780380342684822e+02 2.713447381093951953e+13
1.036957039896532251e+02 2.713593261608803516e+13
1.037133729551835870e+02 2.713739149008035156e+13
1.037310449313722387e+02 2.713885043291527734e+13
1.037487199187323910e+02 2.714030944459970703e+13
1.037663979177769278e+02 2.714176852513381641e+13
1.037840789290192163e+02 2.714322767451511328e+13
1.038017629529722967e+02 2.714468689275046875e+13
1.038194499901497352e+02 2.714614617984007031e+13
1.038371400410647425e+02 2.714760553578141406e+13
1.038548331062310552e+02 2.714906496058272266e+13
1.038725291861620690e+02 2.715052445423881250e+13
1.038902282813716766e+02 2.715198401675790234e+13
1.039079303923734585e+02 2.715344364813346875e+13
1.039256355196814923e+02 2.715490334837641797e+13
1.039433436638095287e+02 2.715636311748155859e+13
1.039610548252718019e+02 2.715782295545042578e+13
1.039787690045822472e+02 2.715928286228719531e+13
1.039964862022552978e+02 2.716074283799205859e+13
1.040142064188050313e+02 2.716220288256786328e+13
1.040319296547460652e+02 2.716366299601611719e+13
1.040496559105926764e+02 2.716512317833569141e+13
1.040673851868596387e+02 2.716658342953073828e+13
1.040851174840613851e+02 2.716804374960547266e+13
1.041028528027128885e+02 2.716950413855339062e+13
1.041205911433287667e+02 2.717096459637999219e+13
1.041383325064241347e+02 2.717242512309082812e+13
1.041560768925138092e+02 2.717388571868205078e+13
1.041738243021131041e+02 2.717534638315785938e+13
1.041915747357369639e+02 2.717680711651841797e+13
1.042093281939008875e+02 2.717826791876390234e+13
1.042270846771200041e+02 2.717972878990117578e+13
1.042448441859100114e+02 2.718118972992776172e+13
1.042626067207861951e+02 2.718265073884380469e+13
1.042803722822643948e+02 2.718411181665350391e+13
1.042981408708601236e+02 2.718557296335836328e+13
1.043159124870893777e+02 2.718703417895857422e+13
1.043336871314678405e+02 2.718849546345696875e+13
1.043514648045116928e+02 2.718995681685507031e+13
1.043692455067367888e+02 2.719141823915169531e+13
1.043870292386594940e+02 2.719287973035104688e+13
1.044048160007958046e+02 2.719434129045461719e+13
1.044226057936622993e+02 2.719580291946126172e+13
1.044403986177751591e+02 2.719726461737783203e+13
1.044581944736510906e+02 2.719872638419913281e+13
1.044759933618064878e+02 2.720018821993204688e+13
1.044937952827582279e+02 2.720165012457538672e+13
1.045116002370228614e+02 2.720311209813200781e+13
1.045294082251174785e+02 2.720457414060342969e+13
1.045472192475587718e+02 2.720603625198845312e+13
1.045650333048640164e+02 2.720749843229129297e+13
1.045828503975501036e+02 2.720896068151208203e+13
1.046006705261344507e+02 2.721042299965370312e+13
1.046184936911341481e+02 2.721188538671764062e+13
1.046363198930667835e+02 2.721334784270540234e+13
1.046541491324496036e+02 2.721481036761581641e+13
1.046719814098003951e+02 2.721627296145440234e+13
1.046898167256365895e+02 2.721773562421864844e+13
1.047076550804761439e+02 2.721919835591542188e+13
1.047254964748366461e+02 2.722066115654086719e+13
1.047433409092362382e+02 2.722212402609781641e+13
1.047611883841927067e+02 2.722358696458912109e+13
1.047790389002243359e+02 2.722504997201763281e+13
1.047968924578490970e+02 2.722651304838081250e+13
1.048147490575854874e+02 2.722797619368152344e+13
1.048326086999516207e+02 2.722943940792258594e+13
1.048504713854661645e+02 2.723090269110821094e+13
1.048683371146474315e+02 2.723236604323316797e+13
1.048862058880142456e+02 2.723382946430300781e+13
1.049040777060851184e+02 2.723529295432055078e+13
1.049219525693789308e+02 2.723675651328326172e+13
1.049398304784146774e+02 2.723822014119537109e+13
1.049577114337111254e+02 2.723968383805832031e+13
1.049755954357875538e+02 2.724114760387366016e+13
1.049934824851628719e+02 2.724261143864016016e+13
1.050113725823565574e+02 2.724407534236473047e+13
1.050292657278877044e+02 2.724553931504347266e+13
1.050471619222759330e+02 2.724700335668057812e+13
1.050650611660405644e+02 2.724846746727754297e+13
1.050829634597013609e+02 2.724993164683586328e+13
1.051008688037778285e+02 2.725139589535433594e+13
1.051187771987899140e+02 2.725286021283853125e+13
1.051366886452572942e+02 2.725432459928720703e+13
1.051546031437001005e+02 2.725578905470323828e+13
1.051725206946381519e+02 2.725725357908809766e+13
1.051904412985918071e+02 2.725871817244329688e+13
1.052083649560810414e+02 2.726018283476898047e+13
1.052262916676263842e+02 2.726164756606664844e+13
1.052442214337479953e+02 2.726311236634180078e+13
1.052621542549665890e+02 2.726457723559060547e+13
1.052800901318024813e+02 2.726604217381719141e+13
1.052980290647765713e+02 2.726750718102175391e+13
1.053159710544093741e+02 2.726897225720708594e+13
1.053339161012219307e+02 2.727043740237606250e+13
1.053518642057349552e+02 2.727190261652612500e+13
1.053698153684696734e+02 2.727336789966280078e+13
1.053877695899469700e+02 2.727483325178488281e+13
1.054057268706882269e+02 2.727629867289523047e+13
1.054236872112145278e+02 2.727776416299396094e+13
1.054416506120474395e+02 2.727922972208662109e+13
1.054596170737082161e+02 2.728069535016932031e+13
1.054775865967185950e+02 2.728216104724624219e+13
1.054955591816000009e+02 2.728362681331885547e+13
1.055135348288743558e+02 2.728509264838866406e+13
1.055315135390632690e+02 2.728655855245715234e+13
1.055494953126888618e+02 2.728802452552312500e+13
1.055674801502728855e+02 2.728949056759076172e+13
1.055854680523376317e+02 2.729095667866288672e+13
1.056034590194050509e+02 2.729242285873963672e+13
1.056214530519976336e+02 2.729388910782253125e+13
1.056394501506374723e+02 2.729535542591033594e+13
1.056574503158472425e+02 2.729682181300992578e+13
1.056754535481492354e+02 2.729828826911741016e+13
1.056934598480662686e+02 2.729975479423966016e+13
1.057114692161208467e+02 2.730122138837007031e+13
1.057294816528359576e+02 2.730268805152092188e+13
1.057474971587342623e+02 2.730415478368559375e+13
1.057655157343389476e+02 2.730562158486828516e+13
1.057835373801728451e+02 2.730708845506776953e+13
1.058015620967593264e+02 2.730855539429228516e+13
1.058195898846214078e+02 2.731002240253656641e+13
1.058376207442826029e+02 2.731148947980344141e+13
1.058556546762661412e+02 2.731295662609844922e+13
1.058736916810957212e+02 2.731442384142036719e+13
1.058917317592947143e+02 2.731589112576798438e+13
1.059097749113870179e+02 2.731735847914682031e+13
1.059278211378961885e+02 2.731882590155702344e+13
1.059458704393462938e+02 2.732029339299872266e+13
1.059639228162610749e+02 2.732176095347474219e+13
1.059819782691647845e+02 2.732322858298925781e+13
1.060000367985813057e+02 2.732469628153567188e+13
1.060180984050351043e+02 2.732616404912623438e+13
1.060361630890502482e+02 2.732763188575298438e+13
1.060542308511513454e+02 2.732909979142418359e+13
1.060723016918626627e+02 2.733056776613721094e+13
1.060903756117090069e+02 2.733203580989359375e+13
1.061084526112148012e+02 2.733350392269611719e+13
1.061265326909050231e+02 2.733497210454898828e+13
1.061446158513042803e+02 2.733644035544826172e+13
1.061627020929377494e+02 2.733790867539949609e+13
1.061807914163302087e+02 2.733937706440278906e+13
1.061988838220069908e+02 2.734084552245693750e+13
1.062169793104930875e+02 2.734231404956745703e+13
1.062350778823139734e+02 2.734378264573717188e+13
1.062531795379948392e+02 2.734525131096081641e+13
1.062712842780613585e+02 2.734672004524660938e+13
1.062893921030388640e+02 2.734818884859333594e+13
1.063075030134532284e+02 2.734965772100110938e+13
1.063256170098299549e+02 2.735112666247276172e+13
1.063437340926951009e+02 2.735259567300976953e+13
1.063618542625743544e+02 2.735406475261358984e+13
1.063799775199939432e+02 2.735553390128571875e+13
1.063981038654797260e+02 2.735700311902761328e+13
1.064162332995581295e+02 2.735847240584210156e+13
1.064343658227551970e+02 2.735994176172660156e+13
1.064525014355975117e+02 2.736141118668800391e+13
1.064706401386113015e+02 2.736288068072235547e+13
1.064887819323233202e+02 2.736435024383788672e+13
1.065069268172599948e+02 2.736581987602933594e+13
1.065250747939482636e+02 2.736728957729950000e+13
1.065432258629147242e+02 2.736875934765389844e+13
1.065613800246864713e+02 2.737022918709132812e+13
1.065795372797903013e+02 2.737169909561323047e+13
1.065976976287535081e+02 2.737316907321974219e+13
1.066158610721030442e+02 2.737463911991502734e+13
1.066340276103662745e+02 2.737610923569785547e+13
1.066521972440706492e+02 2.737757942057240234e+13
1.066703699737434050e+02 2.737904967453876172e+13
1.066885457999122906e+02 2.738051999759843750e+13
1.067067247231046991e+02 2.738199038975285938e+13
1.067249067438485639e+02 2.738346085100083203e+13
1.067430918626714629e+02 2.738493138135189062e+13
1.067612800801014998e+02 2.738640198079941406e+13
1.067794713966664375e+02 2.738787264934756641e+13
1.067976658128945644e+02 2.738934338699917578e+13
1.068158633293138280e+02 2.739081419375298828e+13
1.068340639464526873e+02 2.739228506961185156e+13
1.068522676648392746e+02 2.739375601457853125e+13
1.068704744850022195e+02 2.739522702865452344e+13
1.068886844074698388e+02 2.739669811183994141e+13
1.069068974327709469e+02 2.739816926413354688e+13
1.069251135614340313e+02 2.739964048554220312e+13
1.069433327939881053e+02 2.740111177606332422e+13
1.069615551309618269e+02 2.740258313570105469e+13
1.069797805728843798e+02 2.740405456445417969e+13
1.069980091202846069e+02 2.740552606232821094e+13
1.070162407736918766e+02 2.740699762932055078e+13
1.070344755336352165e+02 2.740846926543400391e+13
1.070527134006441656e+02 2.740994097067006641e+13
1.070709543752479362e+02 2.741141274503150000e+13
1.070891984579762521e+02 2.741288458851709375e+13
1.071074456493584961e+02 2.741435650113235547e+13
1.071256959499245767e+02 2.741582848287605078e+13
1.071439493602040613e+02 2.741730053374692969e+13
1.071622058807270292e+02 2.741877265375184766e+13
1.071804655120232326e+02 2.742024484288956641e+13
1.071987282546229494e+02 2.742171710116155469e+13
1.072169941090560883e+02 2.742318942856925391e+13
1.072352630758531120e+02 2.742466182511414453e+13
1.072535351555441139e+02 2.742613429080035156e+13
1.072718103486597414e+02 2.742760682562532031e+13
1.072900886557302726e+02 2.742907942959317578e+13
1.073083700772865114e+02 2.743055210270133984e+13
1.073266546138589348e+02 2.743202484495666406e+13
1.073449422659785455e+02 2.743349765635926953e+13
1.073632330341759626e+02 2.743497053690652734e+13
1.073815269189823880e+02 2.743644348660532031e+13
1.073998239209286396e+02 2.743791650545304688e+13
1.074181240405460755e+02 2.743938959345386328e+13
1.074364272783656986e+02 2.744086275060786328e+13
1.074547336349190516e+02 2.744233597691923047e+13
1.074730431107373221e+02 2.744380927238397266e+13
1.074913557063522376e+02 2.744528263700898438e+13
1.075096714222951420e+02 2.744675607079298047e+13
1.075279902590979617e+02 2.744822957373609766e+13
1.075463122172922397e+02 2.744970314584111328e+13
1.075646372974100586e+02 2.745117678711356641e+13
1.075829654999831462e+02 2.745265049754810156e+13
1.076012968255437698e+02 2.745412427715027734e+13
1.076196312746238277e+02 2.745559812592149219e+13
1.076379688477557863e+02 2.745707204386188281e+13
1.076563095454717427e+02 2.745854603097288281e+13
1.076746533683043054e+02 2.746002008725325000e+13
1.076930003167857421e+02 2.746149421271117578e+13
1.077113503914488888e+02 2.746296840734678516e+13
1.077297035928261835e+02 2.746444267115608203e+13
1.077480599214506185e+02 2.746591700414324609e+13
1.077664193778548452e+02 2.746739140631106250e+13
1.077847819625720120e+02 2.746886587766235547e+13
1.078031476761349552e+02 2.747034041819176172e+13
1.078215165190770222e+02 2.747181502791026953e+13
1.078398884919312195e+02 2.747328970681114062e+13
1.078582635952310653e+02 2.747476445489991797e+13
1.078766418295097651e+02 2.747623927217666797e+13
1.078950231953010217e+02 2.747771415864421484e+13
1.079134076931381969e+02 2.747918911430263672e+13
1.079317953235552068e+02 2.748066413915473438e+13
1.079501860870855836e+02 2.748213923320060156e+13
1.079685799842633998e+02 2.748361439644303516e+13
1.079869770156224007e+02 2.748508962888212500e+13
1.080053771816968435e+02 2.748656493051932422e+13
1.080237804830206443e+02 2.748804030135739453e+13
1.080421869201282306e+02 2.748951574139647656e+13
1.080605964935537031e+02 2.749099125063932422e+13
1.080790092038317027e+02 2.749246682908605469e+13
1.080974250514964723e+02 2.749394247673808594e+13
1.081158440370828515e+02 2.749541819359823828e+13
1.081342661611252822e+02 2.749689397966927734e+13
1.081526914241587605e+02 2.749836983494590234e+13
1.081711198267179128e+02 2.749984575943901953e+13
1.081895513693379343e+02 2.750132175314192969e+13
1.082079860525536219e+02 2.750279781606016406e+13
1.082264238769003555e+02 2.750427394819379688e+13
1.082448648429131168e+02 2.750575014954696094e+13
1.082633089511274420e+02 2.750722642012112891e+13
1.082817562020785402e+02 2.750870275991092578e+13
1.083002065963021181e+02 2.751017916892459375e+13
1.083186601343335411e+02 2.751165564716083984e+13
1.083371168167086154e+02 2.751313219462382422e+13
1.083555766439632038e+02 2.751460881130956641e+13
1.083740396166329560e+02 2.751608549722762109e+13
1.083925057352540477e+02 2.751756225236994922e+13
1.084109750003623134e+02 2.751903907674475391e+13
1.084294474124941132e+02 2.752051597035214062e+13
1.084479229721854381e+02 2.752199293319214062e+13
1.084664016799728330e+02 2.752346996526624609e+13
1.084848835363925019e+02 2.752494706657855469e+13
1.085033685419811604e+02 2.752642423712781641e+13
1.085218566972751830e+02 2.752790147691545703e+13
1.085403480028114842e+02 2.752937878594292188e+13
1.085588424591266090e+02 2.753085616421433594e+13
1.085773400667576425e+02 2.753233361172842969e+13
1.085958408262413428e+02 2.753381112848935547e+13
1.086143447381149656e+02 2.753528871449310547e+13
1.086328518029154537e+02 2.753676636974655078e+13
1.086513620211802333e+02 2.753824409425111719e+13
1.086698753934464463e+02 2.753972188800280078e+13
1.086883919202517035e+02 2.754119975100848047e+13
1.087069116021332889e+02 2.754267768326685938e+13
1.087254344396290549e+02 2.754415568478072266e+13
1.087439604332764560e+02 2.754563375555014453e+13
1.087624895836134868e+02 2.754711189557927734e+13
1.087810218911778293e+02 2.754859010486683203e+13
1.087995573565076484e+02 2.755006838341559375e+13
1.088180959801407965e+02 2.755154673122562109e+13
1.088366377626156378e+02 2.755302514829836328e+13
1.088551827044701810e+02 2.755450363463659375e+13
1.088737308062430174e+02 2.755598219024037891e+13
1.088922820684723263e+02 2.755746081511658594e+13
1.089108364916968554e+02 2.755893950925712500e+13
1.089293940764549831e+02 2.756041827267159375e+13
1.089479548232856416e+02 2.756189710535595703e+13
1.089665187327273941e+02 2.756337600731574219e+13
1.089850858053193576e+02 2.756485497854964062e+13
1.090036560416002942e+02 2.756633401906179297e+13
1.090222294421094773e+02 2.756781312884819531e+13
1.090408060073858394e+02 2.756929230791706641e+13
1.090593857379688814e+02 2.757077155626575781e+13
1.090779686343977062e+02 2.757225087389703516e+13
1.090965546972119711e+02 2.757373026081098828e+13
1.091151439269510064e+02 2.757520971701174219e+13
1.091337363241546257e+02 2.757668924249799609e+13
1.091523318893623298e+02 2.757816883727117969e+13
1.091709306231141454e+02 2.757964850133544141e+13
1.091895325259497440e+02 2.758112823468947266e+13
1.092081375984093370e+02 2.758260803733469922e+13
1.092267458410327805e+02 2.758408790927525781e+13
1.092453572543604707e+02 2.758556785051121484e+13
1.092639718389324486e+02 2.758704786104262109e+13
1.092825895952893092e+02 2.758852794087226953e+13
1.093012105239712497e+02 2.759000809000020703e+13
1.093198346255190501e+02 2.759148830843058594e+13
1.093384619004731064e+02 2.759296859616208984e+13
1.093570923493743834e+02 2.759444895319751172e+13
1.093757259727634619e+02 2.759592937953962109e+13
1.093943627711814770e+02 2.759740987518439062e+13
1.094130027451692229e+02 2.759889044014005469e+13
1.094316458952679909e+02 2.760037107440394141e+13
1.094502922220187457e+02 2.760185177797882031e+13
1.094689417259630062e+02 2.760333255086611719e+13
1.094875944076419074e+02 2.760481339306723828e+13
1.095062502675971388e+02 2.760629430458361719e+13
1.095249093063700201e+02 2.760777528541529297e+13
1.095435715245024397e+02 2.760925633556641016e+13
1.095622369225358881e+02 2.761073745503428906e+13
1.095809055010124524e+02 2.761221864382579688e+13
1.095995772604737937e+02 2.761369990193827734e+13
1.096182522014621838e+02 2.761518122937311719e+13
1.096369303245194970e+02 2.761666262613447266e+13
1.096556116301881616e+02 2.761814409222102344e+13
1.096742961190102363e+02 2.761962562763689453e+13
1.096929837915283343e+02 2.762110723238081250e+13
1.097116746482847134e+02 2.762258890645550781e+13
1.097303686898221571e+02 2.762407064986378125e+13
1.097490659166831222e+02 2.762555246260295703e+13
1.097677663294105628e+02 2.762703434467851953e+13
1.097864699285471346e+02 2.762851629608915234e+13
1.098051767146359765e+02 2.762999831684037109e+13
1.098238866882199005e+02 2.763148040692675000e+13
1.098425998498422729e+02 2.763296256635653125e+13
1.098613162000460619e+02 2.763444479512703125e+13
1.098800357393748186e+02 2.763592709324374219e+13
1.098987584683717245e+02 2.763740946070126562e+13
1.099174843875804868e+02 2.763889189750781641e+13
1.099362134975444718e+02 2.764037440366070312e+13
1.099549457988075858e+02 2.764185697916273047e+13
1.099736812919133939e+02 2.764333962401663281e+13
1.099924199774059588e+02 2.764482233821973828e+13
1.100111618558290303e+02 2.764630512177891797e+13
1.100299069277268842e+02 2.764778797469010938e+13
1.100486551936434410e+02 2.764927089695744531e+13
1.100674066541230331e+02 2.765075388858506641e+13
1.100861613097101213e+02 2.765223694957029688e+13
1.101049191609489100e+02 2.765372007991588281e+13
1.101236802083841155e+02 2.765520327962324609e+13
1.101424444525601274e+02 2.765668654869376562e+13
1.101612118940218750e+02 2.765816988712887500e+13
1.101799825333139324e+02 2.765965329493132812e+13
1.101987563709813998e+02 2.766113677209842578e+13
1.102175334075690358e+02 2.766262031863567188e+13
1.102363136436221396e+02 2.766410393454311719e+13
1.102550970796856546e+02 2.766558761982213281e+13
1.102738837163050505e+02 2.766707137447551953e+13
1.102926735540254697e+02 2.766855519850055469e+13
1.103114665933925664e+02 2.767003909190411719e+13
1.103302628349516539e+02 2.767152305468349609e+13
