2.000e+00 3.410e+07
3.447e+00 2.726e+07
4.894e+00 2.314e+07
6.342e+00 2.018e+07
7.789e+00 1.787e+07
9.236e+00 1.599e+07
1.068e+01 1.440e+07
1.213e+01 1.302e+07
1.358e+01 1.182e+07
1.503e+01 1.077e+07
1.647e+01 9.826e+06
1.792e+01 8.984e+06
1.937e+01 8.226e+06
2.081e+01 7.541e+06
2.226e+01 6.920e+06
2.371e+01 6.359e+06
2.516e+01 5.844e+06
2.660e+01 5.376e+06
2.805e+01 4.948e+06
2.950e+01 4.558e+06
3.094e+01 4.197e+06
3.239e+01 3.869e+06
3.384e+01 3.568e+06
3.529e+01 3.291e+06
3.673e+01 3.035e+06
3.818e+01 2.801e+06
3.963e+01 2.586e+06
4.108e+01 2.387e+06
4.252e+01 2.205e+06
4.397e+01 2.036e+06
4.542e+01 1.881e+06
4.686e+01 1.738e+06
4.831e+01 1.606e+06
4.976e+01 1.484e+06
5.121e+01 1.372e+06
5.265e+01 1.268e+06
5.410e+01 1.172e+06
5.555e+01 1.084e+06
5.699e+01 1.002e+06
5.844e+01 9.268e+05
5.989e+01 8.571e+05
6.134e+01 7.928e+05
6.278e+01 7.333e+05
6.423e+01 6.783e+05
6.568e+01 6.275e+05
6.713e+01 5.806e+05
6.857e+01 5.372e+05
7.002e+01 4.970e+05
7.147e+01 4.599e+05
7.291e+01 4.256e+05
7.436e+01 3.938e+05
7.581e+01 3.644e+05
7.726e+01 3.373e+05
7.870e+01 3.122e+05
8.015e+01 2.889e+05
8.160e+01 2.674e+05
8.305e+01 2.475e+05
8.449e+01 2.291e+05
8.594e+01 2.121e+05
8.739e+01 1.963e+05
8.883e+01 1.818e+05
9.028e+01 1.682e+05
9.173e+01 1.557e+05
9.318e+01 1.442e+05
9.462e+01 1.335e+05
9.607e+01 1.236e+05
9.752e+01 1.144e+05
9.896e+01 1.060e+05
1.004e+02 9.812e+04
1.019e+02 9.086e+04
1.033e+02 8.413e+04
1.048e+02 7.790e+04
1.062e+02 7.213e+04
1.076e+02 6.679e+04
1.091e+02 6.186e+04
1.105e+02 5.728e+04
1.120e+02 5.304e+04
1.134e+02 4.912e+04
1.149e+02 4.549e+04
1.163e+02 4.213e+04
1.178e+02 3.901e+04
1.192e+02 3.613e+04
1.207e+02 3.346e+04
1.221e+02 3.099e+04
1.236e+02 2.870e+04
1.250e+02 2.658e+04
1.265e+02 2.462e+04
1.279e+02 2.281e+04
1.294e+02 2.112e+04
1.308e+02 1.956e+04
1.323e+02 1.812e+04
1.337e+02 1.678e+04
1.351e+02 1.554e+04
1.366e+02 1.440e+04
1.380e+02 1.333e+04
1.395e+02 1.235e+04
1.409e+02 1.144e+04
1.424e+02 1.060e+04
1.438e+02 9.816e+03
1.453e+02 9.095e+03
1.467e+02 8.426e+03
1.482e+02 7.800e+03
1.496e+02 7.225e+03
1.511e+02 6.692e+03
1.525e+02 6.201e+03
1.540e+02 5.744e+03
1.554e+02 5.321e+03
1.569e+02 4.929e+03
1.583e+02 4.565e+03
1.597e+02 4.229e+03
1.612e+02 3.918e+03
1.626e+02 3.629e+03
1.641e+02 3.362e+03
1.655e+02 3.115e+03
1.670e+02 2.885e+03
1.684e+02 2.673e+03
1.699e+02 2.476e+03
1.713e+02 2.294e+03
1.728e+02 2.125e+03
1.742e+02 1.968e+03
1.757e+02 1.823e+03
1.771e+02 1.689e+03
1.786e+02 1.565e+03
1.800e+02 1.450e+03
1.815e+02 1.343e+03
1.829e+02 1.245e+03
1.844e+02 1.153e+03
1.858e+02 1.068e+03
1.872e+02 9.895e+02
1.887e+02 9.166e+02
1.901e+02 8.492e+02
1.916e+02 7.867e+02
1.930e+02 7.287e+02
1.945e+02 6.752e+02
1.959e+02 6.257e+02
1.974e+02 5.794e+02
1.988e+02 5.370e+02
2.003e+02 4.975e+02
2.017e+02 4.609e+02
2.032e+02 4.270e+02
2.046e+02 3.956e+02
2.061e+02 3.665e+02
2.075e+02 3.396e+02
2.090e+02 3.146e+02
2.104e+02 2.915e+02
2.118e+02 2.701e+02
2.133e+02 2.502e+02
2.147e+02 2.318e+02
2.162e+02 2.148e+02
2.176e+02 1.990e+02
2.191e+02 1.843e+02
2.205e+02 1.708e+02
2.220e+02 1.583e+02
2.234e+02 1.466e+02
2.249e+02 1.358e+02
2.263e+02 1.259e+02
2.278e+02 1.166e+02
2.292e+02 1.080e+02
2.307e+02 1.001e+02
2.321e+02 9.275e+01
2.336e+02 8.595e+01
2.350e+02 7.961e+01
2.365e+02 7.375e+01
2.379e+02 6.836e+01
2.393e+02 6.331e+01
2.408e+02 5.868e+01
2.422e+02 5.436e+01
2.437e+02 5.036e+01
2.451e+02 4.666e+01
2.466e+02 4.324e+01
2.480e+02 4.006e+01
2.495e+02 3.712e+01
2.509e+02 3.440e+01
2.524e+02 3.187e+01
2.538e+02 2.953e+01
2.553e+02 2.736e+01
2.567e+02 2.535e+01
2.582e+02 2.349e+01
2.596e+02 2.176e+01
2.611e+02 2.016e+01
2.625e+02 1.868e+01
2.639e+02 1.731e+01
2.654e+02 1.604e+01
2.668e+02 1.486e+01
2.683e+02 1.377e+01
2.697e+02 1.276e+01
2.712e+02 1.182e+01
2.726e+02 1.096e+01
2.741e+02 1.015e+01
2.755e+02 9.406e+00
2.770e+02 8.714e+00
2.784e+02 8.075e+00
2.799e+02 7.482e+00
2.813e+02 6.933e+00
2.828e+02 6.423e+00
2.842e+02 5.951e+00
2.857e+02 5.513e+00
2.871e+02 5.110e+00
2.886e+02 4.736e+00
2.900e+02 4.386e+00
