#Energy[eV]	Flux[ph/s/100mA] 
20000.000	2.736422E+12 
60000.000	5.605367E+08 
80000.000	1.408658E+07 
100000.000	2.072639E+05 
140000.000	1.116705E+02 
160000.000	4.288596E+00 
180000.000	9.137106E-02 
220000.000	1.088766E-03 
240000.000	1.586769E-03 
260000.000	7.080672E-04 
300000.000	4.923422E-04 
320000.000	7.257711E-04 
340000.000	3.046269E-04 
380000.000	2.064668E-04 
400000.000	3.203266E-04 
