#Energy[eV]	Flux[ph/s/0.1%bw/100mA] 
1210.00	1.106873E+11 
1220.00	1.132462E+11 
1230.00	1.137655E+11 
1240.00	1.151291E+11 
1250.00	1.173025E+11 
1260.00	1.173813E+11 
1270.00	1.204755E+11 
1280.00	1.205622E+11 
1290.00	1.229739E+11 
1300.00	1.246512E+11 
1310.00	1.253847E+11 
1320.00	1.287569E+11 
1330.00	1.286397E+11 
1340.00	1.320668E+11 
1350.00	1.331266E+11 
1360.00	1.349115E+11 
1370.00	1.380879E+11 
1380.00	1.382664E+11 
1390.00	1.425620E+11 
1400.00	1.429959E+11 
1410.00	1.461829E+11 
1420.00	1.488426E+11 
1430.00	1.498749E+11 
1440.00	1.546599E+11 
1450.00	1.548369E+11 
1460.00	1.595542E+11 
1470.00	1.614479E+11 
1480.00	1.639103E+11 
1490.00	1.687373E+11 
1500.00	1.691567E+11 
1510.00	1.752737E+11 
1520.00	1.764044E+11 
1530.00	1.808359E+11 
1540.00	1.851576E+11 
1550.00	1.867235E+11 
1560.00	1.938203E+11 
1570.00	1.945822E+11 
1580.00	2.012763E+11 
1590.00	2.048132E+11 
1600.00	2.083639E+11 
1610.00	2.158404E+11 
1620.00	2.170484E+11 
1630.00	2.260532E+11 
1640.00	2.286887E+11 
1650.00	2.351495E+11 
1660.00	2.423972E+11 
1670.00	2.451060E+11 
1680.00	2.560508E+11 
1690.00	2.582974E+11 
1700.00	2.683489E+11 
1710.00	2.749847E+11 
1720.00	2.806490E+11 
1730.00	2.930031E+11 
1740.00	2.959162E+11 
1750.00	3.100430E+11 
1760.00	3.159215E+11 
1770.00	3.261980E+11 
1780.00	3.392674E+11 
1790.00	3.447021E+11 
1800.00	3.628981E+11 
1810.00	3.687744E+11 
1820.00	3.853730E+11 
1830.00	3.986849E+11 
1840.00	4.091554E+11 
1850.00	4.312795E+11 
1860.00	4.389362E+11 
1870.00	4.634931E+11 
1880.00	4.772813E+11 
1890.00	4.962624E+11 
1900.00	5.221872E+11 
1910.00	5.350492E+11 
1920.00	5.692062E+11 
1930.00	5.851820E+11 
1940.00	6.171538E+11 
1950.00	6.473799E+11 
1960.00	6.711422E+11 
1970.00	7.171488E+11 
1980.00	7.397795E+11 
1990.00	7.908418E+11 
2000.00	8.281430E+11 
2010.00	8.722899E+11 
2020.00	9.341788E+11 
2030.00	9.731320E+11 
2040.00	1.052935E+12 
2050.00	1.105547E+12 
2060.00	1.186499E+12 
2070.00	1.274360E+12 
2080.00	1.350137E+12 
2090.00	1.478041E+12 
2100.00	1.568914E+12 
2110.00	1.722077E+12 
2120.00	1.868264E+12 
2130.00	2.037938E+12 
2140.00	2.278775E+12 
2150.00	2.502265E+12 
2160.00	2.867704E+12 
2170.00	3.260249E+12 
2180.00	3.832285E+12 
2190.00	4.645644E+12 
2200.00	5.767192E+12 
2210.00	7.584098E+12 
2220.00	1.011792E+13 
2230.00	1.405020E+13 
2240.00	2.005921E+13 
2250.00	2.930941E+13 
2260.00	4.319514E+13 
2270.00	6.339760E+13 
2280.00	9.351213E+13 
2290.00	1.361732E+14 
2300.00	1.962109E+14 
2310.00	2.792862E+14 
2320.00	3.918293E+14 
2330.00	5.462511E+14 
2340.00	7.665380E+14 
2350.00	1.054078E+15 
2360.00	1.276964E+15 
2370.00	1.393092E+15 
2380.00	1.476291E+15 
2390.00	1.526305E+15 
2400.00	1.484302E+15 
2410.00	9.122637E+14 
2420.00	2.198658E+14 
2430.00	6.300527E+13 
2440.00	3.502758E+13 
2450.00	2.478687E+13 
2460.00	1.687291E+13 
2470.00	1.350097E+13 
2480.00	1.054827E+13 
2490.00	8.488729E+12 
2500.00	7.320797E+12 
2510.00	5.937357E+12 
2520.00	5.309802E+12 
2530.00	4.504509E+12 
2540.00	3.971603E+12 
2550.00	3.577582E+12 
2560.00	3.093571E+12 
2570.00	2.884301E+12 
2580.00	2.525859E+12 
2590.00	2.336803E+12 
2600.00	2.134404E+12 
2610.00	1.922376E+12 
2620.00	1.823380E+12 
2630.00	1.629716E+12 
2640.00	1.552627E+12 
2650.00	1.423999E+12 
2660.00	1.323957E+12 
2670.00	1.261095E+12 
2680.00	1.148532E+12 
2690.00	1.112572E+12 
2700.00	1.022752E+12 
2710.00	9.754394E+11 
2720.00	9.265788E+11 
2730.00	8.607025E+11 
2740.00	8.393554E+11 
2750.00	7.750432E+11 
2760.00	7.534128E+11 
2770.00	7.119203E+11 
2780.00	6.748583E+11 
2790.00	6.574719E+11 
2800.00	6.123078E+11 
2810.00	6.023312E+11 
2820.00	5.667640E+11 
2830.00	5.475701E+11 
2840.00	5.303394E+11 
2850.00	5.001951E+11 
2860.00	4.942822E+11 
2870.00	4.647335E+11 
2880.00	4.559983E+11 
2890.00	4.383246E+11 
2900.00	4.197650E+11 
2910.00	4.140566E+11 
2920.00	3.908819E+11 
2930.00	3.875206E+11 
2940.00	3.700693E+11 
2950.00	3.600214E+11 
2960.00	3.529414E+11 
2970.00	3.361713E+11 
2980.00	3.346683E+11 
2990.00	3.186027E+11 
3000.00	3.141653E+11 
3010.00	3.055572E+11 
3020.00	2.945716E+11 
3030.00	2.928350E+11 
3040.00	2.792350E+11 
3050.00	2.779784E+11 
3060.00	2.684332E+11 
3070.00	2.622550E+11 
3080.00	2.592411E+11 
3090.00	2.487752E+11 
3100.00	2.487306E+11 
3110.00	2.391253E+11 
3120.00	2.364951E+11 
3130.00	2.320394E+11 
3140.00	2.248715E+11 
3150.00	2.246593E+11 
3160.00	2.160372E+11 
3170.00	2.155758E+11 
3180.00	2.100066E+11 
3190.00	2.058678E+11 
3200.00	2.047142E+11 
3210.00	1.977334E+11 
3220.00	1.982008E+11 
3230.00	1.922173E+11 
3240.00	1.904513E+11 
3250.00	1.881533E+11 
3260.00	1.832393E+11 
3270.00	1.836330E+11 
3280.00	1.778567E+11 
3290.00	1.777765E+11 
3300.00	1.744307E+11 
3310.00	1.715224E+11 
3320.00	1.712853E+11 
3330.00	1.664989E+11 
3340.00	1.670942E+11 
3350.00	1.632613E+11 
3360.00	1.620527E+11 
3370.00	1.609622E+11 
3380.00	1.574683E+11 
3390.00	1.581801E+11 
3400.00	1.543507E+11 
3410.00	1.544042E+11 
3420.00	1.524181E+11 
3430.00	1.503960E+11 
3440.00	1.506513E+11 
3450.00	1.473177E+11 
3460.00	1.480379E+11 
3470.00	1.455767E+11 
3480.00	1.447741E+11 
3490.00	1.444053E+11 
3500.00	1.419557E+11 
3510.00	1.428027E+11 
3520.00	1.402836E+11 
3530.00	1.404544E+11 
3540.00	1.394654E+11 
3550.00	1.380720E+11 
3560.00	1.386919E+11 
3570.00	1.364258E+11 
3580.00	1.372291E+11 
3590.00	1.358145E+11 
3600.00	1.353927E+11 
3610.00	1.355367E+11 
3620.00	1.339370E+11 
3630.00	1.349055E+11 
3640.00	1.333699E+11 
3650.00	1.337715E+11 
3660.00	1.334478E+11 
3670.00	1.326611E+11 
3680.00	1.335406E+11 
3690.00	1.322561E+11 
3700.00	1.331331E+11 
3710.00	1.325310E+11 
3720.00	1.325722E+11 
3730.00	1.331442E+11 
3740.00	1.323337E+11 
3750.00	1.335078E+11 
3760.00	1.328528E+11 
3770.00	1.335670E+11 
3780.00	1.338670E+11 
3790.00	1.337173E+11 
3800.00	1.349152E+11 
3810.00	1.344685E+11 
3820.00	1.356616E+11 
3830.00	1.358542E+11 
3840.00	1.364523E+11 
3850.00	1.375072E+11 
3860.00	1.375793E+11 
3870.00	1.390972E+11 
3880.00	1.393489E+11 
3890.00	1.405597E+11 
3900.00	1.416039E+11 
3910.00	1.422845E+11 
3920.00	1.439847E+11 
3930.00	1.446055E+11 
3940.00	1.463856E+11 
3950.00	1.474718E+11 
3960.00	1.489507E+11 
3970.00	1.507961E+11 
3980.00	1.519791E+11 
3990.00	1.542449E+11 
4000.00	1.556895E+11 
4010.00	1.579175E+11 
4020.00	1.600135E+11 
4030.00	1.619935E+11 
4040.00	1.647326E+11 
4050.00	1.668210E+11 
4060.00	1.698613E+11 
4070.00	1.724476E+11 
4080.00	1.754973E+11 
4090.00	1.788382E+11 
4100.00	1.819559E+11 
4110.00	1.858938E+11 
4120.00	1.894459E+11 
4130.00	1.937511E+11 
4140.00	1.981067E+11 
4150.00	2.027214E+11 
4160.00	2.079707E+11 
4170.00	2.131814E+11 
4180.00	2.194627E+11 
4190.00	2.258648E+11 
4200.00	2.332741E+11 
4210.00	2.413090E+11 
4220.00	2.502105E+11 
4230.00	2.606661E+11 
4240.00	2.722343E+11 
4250.00	2.863522E+11 
4260.00	3.027785E+11 
4270.00	3.227024E+11 
4280.00	3.465844E+11 
4290.00	3.753965E+11 
4300.00	4.109025E+11 
4310.00	4.538085E+11 
4320.00	5.071463E+11 
4330.00	5.727491E+11 
4340.00	6.549688E+11 
4350.00	7.582846E+11 
4360.00	8.883400E+11 
4370.00	1.054179E+12 
4380.00	1.266057E+12 
4390.00	1.540726E+12 
4400.00	1.895620E+12 
4410.00	2.349506E+12 
4420.00	2.918941E+12 
4430.00	3.618799E+12 
4440.00	4.472007E+12 
4450.00	5.509911E+12 
4460.00	6.781883E+12 
4470.00	8.353816E+12 
4480.00	1.030774E+13 
4490.00	1.272364E+13 
4500.00	1.564831E+13 
4510.00	1.910147E+13 
4520.00	2.311281E+13 
4530.00	2.778011E+13 
4540.00	3.326135E+13 
4550.00	3.968819E+13 
4560.00	4.707724E+13 
4570.00	5.536395E+13 
4580.00	6.456413E+13 
4590.00	7.477175E+13 
4600.00	8.597183E+13 
4610.00	9.799945E+13 
4620.00	1.106987E+14 
4630.00	1.239162E+14 
4640.00	1.373757E+14 
4650.00	1.507357E+14 
4660.00	1.636044E+14 
4670.00	1.755143E+14 
4680.00	1.859236E+14 
4690.00	1.940924E+14 
4700.00	1.989359E+14 
4710.00	1.994859E+14 
4720.00	1.958175E+14 
4730.00	1.887393E+14 
4740.00	1.787751E+14 
4750.00	1.660435E+14 
4760.00	1.505557E+14 
4770.00	1.323813E+14 
4780.00	1.116803E+14 
4790.00	8.872650E+13 
4800.00	6.402241E+13 
4810.00	3.908999E+13 
4820.00	1.854599E+13 
4830.00	7.384128E+12 
4840.00	3.668790E+12 
4850.00	2.560926E+12 
4860.00	2.026497E+12 
4870.00	1.573942E+12 
4880.00	1.329613E+12 
4890.00	1.146092E+12 
4900.00	1.003017E+12 
4910.00	8.885791E+11 
4920.00	7.949562E+11 
4930.00	7.171903E+11 
4940.00	6.516468E+11 
4950.00	5.957447E+11 
4960.00	5.476364E+11 
4970.00	5.058395E+11 
4980.00	4.692648E+11 
4990.00	4.370512E+11 
5000.00	4.084903E+11 
5010.00	3.830575E+11 
5020.00	3.602601E+11 
5030.00	3.397919E+11 
5040.00	3.213028E+11 
5050.00	3.045387E+11 
5060.00	2.893068E+11 
5070.00	2.754144E+11 
5080.00	2.627081E+11 
5090.00	2.510609E+11 
5100.00	2.403536E+11 
5110.00	2.304748E+11 
5120.00	2.213368E+11 
5130.00	2.129006E+11 
5140.00	2.050705E+11 
5150.00	1.978060E+11 
5160.00	1.910344E+11 
5170.00	1.847401E+11 
5180.00	1.788722E+11 
5190.00	1.733529E+11 
5200.00	1.682221E+11 
5210.00	1.634100E+11 
5220.00	1.588986E+11 
5230.00	1.546804E+11 
5240.00	1.506802E+11 
5250.00	1.469196E+11 
5260.00	1.434084E+11 
5270.00	1.400749E+11 
5280.00	1.369534E+11 
5290.00	1.339989E+11 
5300.00	1.312007E+11 
5310.00	1.285764E+11 
5320.00	1.260906E+11 
5330.00	1.237332E+11 
5340.00	1.215052E+11 
5350.00	1.194081E+11 
5360.00	1.174149E+11 
5370.00	1.155222E+11 
5380.00	1.137541E+11 
5390.00	1.120667E+11 
5400.00	1.104621E+11 
5410.00	1.089407E+11 
5420.00	1.075098E+11 
5430.00	1.061533E+11 
5440.00	1.048772E+11 
5450.00	1.036641E+11 
5460.00	1.025125E+11 
5470.00	1.014498E+11 
5480.00	1.004270E+11 
5490.00	9.946513E+10 
5500.00	9.856226E+10 
5510.00	9.771591E+10 
5520.00	9.691016E+10 
5530.00	9.614541E+10 
5540.00	9.545070E+10 
5550.00	9.480248E+10 
5560.00	9.419569E+10 
5570.00	9.362127E+10 
5580.00	9.309367E+10 
5590.00	9.261033E+10 
5600.00	9.213628E+10 
5610.00	9.175530E+10 
5620.00	9.138071E+10 
5630.00	9.103404E+10 
5640.00	9.075256E+10 
5650.00	9.048497E+10 
5660.00	9.024909E+10 
5670.00	9.004616E+10 
5680.00	8.989604E+10 
5690.00	8.976551E+10 
5700.00	8.966468E+10 
5710.00	8.956600E+10 
5720.00	8.954869E+10 
5730.00	8.953305E+10 
5740.00	8.954534E+10 
5750.00	8.958399E+10 
5760.00	8.966889E+10 
5770.00	8.978146E+10 
5780.00	8.990853E+10 
5790.00	9.009119E+10 
5800.00	9.029069E+10 
5810.00	9.051295E+10 
5820.00	9.075942E+10 
5830.00	9.105152E+10 
5840.00	9.135542E+10 
5850.00	9.169904E+10 
5860.00	9.207937E+10 
5870.00	9.247911E+10 
5880.00	9.290881E+10 
5890.00	9.336382E+10 
5900.00	9.386002E+10 
5910.00	9.439466E+10 
5920.00	9.494962E+10 
5930.00	9.553700E+10 
5940.00	9.616930E+10 
5950.00	9.682372E+10 
5960.00	9.751649E+10 
5970.00	9.823196E+10 
