#Energy[eV]	Flux[ph/s/0.1%bw/100mA] 
7580.00	3.722946E+11 
7590.00	3.553921E+11 
7600.00	3.397236E+11 
7610.00	3.251644E+11 
7620.00	3.115928E+11 
7630.00	2.989505E+11 
7640.00	2.871402E+11 
7650.00	2.760892E+11 
7660.00	2.657423E+11 
7670.00	2.560360E+11 
7680.00	2.469240E+11 
7690.00	2.383510E+11 
7700.00	2.302818E+11 
7710.00	2.226741E+11 
7720.00	2.154889E+11 
7730.00	2.087050E+11 
7740.00	2.023356E+11 
7750.00	1.962596E+11 
7760.00	1.905251E+11 
7770.00	1.850857E+11 
7780.00	1.799159E+11 
7790.00	1.750349E+11 
7800.00	1.703819E+11 
7810.00	1.659583E+11 
7820.00	1.617561E+11 
7830.00	1.577604E+11 
7840.00	1.539431E+11 
7850.00	1.503131E+11 
7860.00	1.468428E+11 
7870.00	1.435329E+11 
7880.00	1.403825E+11 
7890.00	1.373729E+11 
7900.00	1.344972E+11 
7910.00	1.317360E+11 
7920.00	1.291177E+11 
7930.00	1.265998E+11 
7940.00	1.242091E+11 
7950.00	1.219032E+11 
7960.00	1.196986E+11 
7970.00	1.175996E+11 
7980.00	1.155715E+11 
7990.00	1.136563E+11 
8000.00	1.117949E+11 
8010.00	1.100296E+11 
8020.00	1.083368E+11 
8030.00	1.067219E+11 
8040.00	1.051638E+11 
8050.00	1.036723E+11 
8060.00	1.022527E+11 
8070.00	1.008897E+11 
8080.00	9.958556E+10 
8090.00	9.834600E+10 
8100.00	9.714523E+10 
8110.00	9.598328E+10 
8120.00	9.492865E+10 
8130.00	9.387441E+10 
8140.00	9.285740E+10 
8150.00	9.189827E+10 
8160.00	9.100752E+10 
8170.00	9.014694E+10 
8180.00	8.929459E+10 
8190.00	8.855760E+10 
8200.00	8.785804E+10 
8210.00	8.716406E+10 
8220.00	8.649350E+10 
8230.00	8.586854E+10 
8240.00	8.527962E+10 
8250.00	8.473457E+10 
8260.00	8.421456E+10 
8270.00	8.373757E+10 
8280.00	8.329930E+10 
8290.00	8.287496E+10 
