#Energy[eV]    Flux (2X2)mrad^2 [ph/s/100mA]    Flux Rh (2X2)mrad^2 [ph/s/100mA]    Flux Pt (2X2)mrad^2 [ph/s/100mA]    Flux (1.1X0.26)mrad^2 [ph/s/100mA]    Flux Rh (1.1X0.26)mrad^2 [ph/s/100mA]    Flux Pt (1.1X0.26)mrad^2 [ph/s/100mA]  
7000.00	1.399938E+12	1.214766E+12	1.283772E+12	4.248953E+11	3.686937E+11	3.896377E+11
21000.00	7.962039E+10	9.720222E+09	6.434805E+10	3.609659E+10	4.406746E+09	2.917274E+10
28000.00	3.853527E+10	5.286303E+07	3.097979E+10	1.865676E+10	2.559352E+07	1.499879E+10
35000.00	9.965061E+09	1.347195E+06	7.114230E+09	4.997891E+09	6.756742E+05	3.568081E+09
49000.00	1.693774E+09	1.024794E+04	3.690169E+06	8.787161E+08	5.316547E+03	1.914429E+06
56000.00	1.126109E+09	2.122989E+03	5.198289E+05	5.904344E+08	1.113113E+03	2.725535E+05
63000.00	3.917907E+08	2.693037E+02	5.268073E+04	2.076074E+08	1.427023E+02	2.791517E+04
77000.00	1.127305E+08	1.432355E+01	2.023718E+03	6.107452E+07	7.760140E+00	1.096399E+03
84000.00	8.858554E+07	5.462585E+00	7.843115E+02	4.857656E+07	2.995450E+00	4.300832E+02
91000.00	3.577688E+07	1.138612E+00	1.630980E+02	1.988936E+07	6.329862E-01	9.067071E+01
105000.00	1.206471E+07	1.185311E-01	1.640012E+01	6.895905E+06	6.774961E-02	9.373925E+00
112000.00	9.999379E+06	5.796339E-02	7.886979E+00	5.804662E+06	3.364788E-02	4.578409E+00
119000.00	4.001985E+06	1.414919E-02	1.897197E+00	2.359442E+06	8.341910E-03	1.118527E+00
133000.00	1.454154E+06	2.080804E-03	2.724240E-01	8.844566E+05	1.265602E-03	1.656957E-01
140000.00	1.216737E+06	1.148348E-03	1.488995E-01	7.517349E+05	7.094823E-04	9.199435E-02
147000.00	5.143979E+05	3.269461E-04	4.203176E-02	3.226926E+05	2.051002E-04	2.636740E-02
161000.00	1.779604E+05	5.418127E-05	6.877239E-03	1.149786E+05	3.500602E-05	4.443322E-03
168000.00	1.561333E+05	3.370371E-05	4.252607E-03	1.023504E+05	2.209387E-05	2.787721E-03
175000.00	6.051789E+04	9.395681E-06	1.179193E-03	4.022060E+04	6.244433E-06	7.836994E-04
189000.00	2.303212E+04	1.922104E-06	2.390426E-04	1.570412E+04	1.310559E-06	1.629878E-04
196000.00	1.912118E+04	1.190313E-06	1.474578E-04	1.319541E+04	8.214278E-07	1.017597E-04
203000.00	7.601266E+03	3.566704E-07	4.402770E-05	5.304585E+03	2.489044E-07	3.072497E-05
217000.00	2.796561E+03	7.670658E-08	9.410255E-06	1.990563E+03	5.459896E-08	6.698122E-06
224000.00	2.468474E+03	5.244347E-08	6.416351E-06	1.772771E+03	3.766306E-08	4.607997E-06
231000.00	9.802847E+02	1.626018E-08	1.984445E-06	7.097366E+02	1.177254E-08	1.436759E-06
245000.00	4.422611E+02	4.570813E-09	5.553910E-07	3.248521E+02	3.357378E-09	4.079489E-07
252000.00	3.489848E+02	2.876018E-09	3.487783E-07	2.577884E+02	2.124460E-09	2.576359E-07
259000.00	1.317884E+02	8.714770E-10	1.054929E-07	9.789465E+01	6.473480E-10	7.836189E-08
273000.00	7.190908E+01	3.115390E-10	3.758953E-08	5.387487E+01	2.334070E-10	2.816238E-08
280000.00	4.738447E+01	1.675230E-10	2.018322E-08	3.562610E+01	1.259530E-10	1.517479E-08
287000.00	2.009961E+01	5.828100E-11	7.012064E-09	1.514856E+01	4.392500E-11	5.284813E-09
301000.00	8.141712E+00	1.610800E-11	1.933139E-09	6.158236E+00	1.218300E-11	1.462190E-09
308000.00	6.541498E+00	1.076100E-11	1.290049E-09	4.951985E+00	8.146000E-12	9.765810E-10
315000.00	2.402556E+00	3.300000E-12	3.952090E-10	1.819940E+00	2.500000E-12	2.993720E-10
329000.00	1.081126E+00	1.048000E-12	1.252180E-10	8.187584E-01	7.930000E-13	9.483000E-11
336000.00	1.050222E+00	8.600000E-13	1.026460E-10	7.939795E-01	6.500000E-13	7.760100E-11
343000.00	5.563467E-01	3.860000E-13	4.604900E-11	4.203172E-01	2.920000E-13	3.478900E-11
357000.00	2.183471E-01	1.100000E-13	1.309200E-11	1.643525E-01	8.300000E-14	9.855000E-12
364000.00	2.022103E-01	8.700000E-14	1.036900E-11	1.518494E-01	6.500000E-14	7.787000E-12
371000.00	9.448613E-02	3.500000E-14	4.156000E-12	7.074688E-02	2.600000E-14	3.112000E-12
