Energy[eV]    Transmission    Flux [ph/s/0.1%BM/100mA]    Final flux [ph/s/100mA] 
20000.00	1.357406E-01	9.243043E+12	1.254656E+12
60000.00	9.504979E-03	4.196315E+10	3.988589E+08
80000.00	5.838859E-03	2.977669E+09	1.738619E+07
100000.00	2.024471E-03	2.202032E+08	4.457950E+05
140000.00	6.423364E-04	1.105014E+06	7.097907E+02
160000.00	5.667847E-04	8.037386E+04	4.555467E+01
180000.00	2.775435E-04	6.148294E+03	1.706419E+00
220000.00	1.559605E-04	3.960783E+01	6.177257E-03
240000.00	1.643988E-04	4.037631E+00	6.637817E-04
260000.00	9.287184E-05	1.865273E+00	1.732313E-04
300000.00	5.915675E-05	1.755451E+00	1.038468E-04
320000.00	7.191373E-05	1.308755E+00	9.411745E-05
340000.00	3.814508E-05	2.102709E+00	8.020800E-05
380000.00	2.620748E-05	2.245910E+00	5.885964E-05
400000.00	2.925137E-05	1.683023E+00	4.923073E-05
