#Energy[eV]    Transmission    Flux [ph/s/0.1%BM/100mA]    Final flux [ph/s/100mA] 
30000.00	1.385635E-01	2.438706E+12	3.379156E+11
90000.00	9.519042E-03	1.380423E+09	1.314030E+07
120000.00	5.849490E-03	3.160033E+07	1.848458E+05
150000.00	2.023569E-03	7.698276E+05	1.557799E+03
210000.00	6.222283E-04	6.130573E+02	3.814616E-01
240000.00	5.602106E-04	1.606882E+01	9.001923E-03
270000.00	2.828467E-04	2.241989E+00	6.341392E-04
330000.00	1.438832E-04	2.000208E+00	2.877963E-04
360000.00	1.612485E-04	1.485976E+00	2.396114E-04
390000.00	9.529886E-05	2.234843E+00	2.129780E-04
