#Energy[eV]    Flux (66X66)urad^2 [ph/s/100mA]    Flux Pd (66X66)umrad^2 [ph/s/100mA]    Flux (24X66)urad^2 [ph/s/100mA]    Flux Pd (24X66)urad^2 [ph/s/100mA] 
8000.0	1.644201E+13	1.475740E+13	9.808157E+12	8.803232E+12
24000.0	4.833452E+10	4.120625E+10	3.016914E+10	2.571986E+10
32000.0	8.090055E+09	4.481247E+07	4.621739E+09	2.560076E+07
40000.0	6.906885E+08	2.781839E+05	3.884392E+08	1.564490E+05
56000.0	1.800547E+07	2.795554E+02	8.943934E+06	1.388648E+02
64000.0	4.648442E+06	2.187434E+01	2.159121E+06	1.016025E+01
72000.0	6.450642E+05	1.087835E+00	2.893644E+05	4.879834E-01
88000.0	3.095344E+04	9.460732E-03	1.294274E+04	3.955870E-03
96000.0	1.279910E+04	1.886970E-03	5.098763E+03	7.517103E-04
104000.0	3.188272E+03	2.414913E-04	1.221714E+03	9.253707E-05
120000.0	9.089193E+02	2.111972E-05	3.337234E+02	7.754423E-06
128000.0	9.208947E+02	1.259729E-05	3.362825E+02	4.600145E-06
136000.0	4.570157E+02	3.806204E-06	1.665779E+02	1.387325E-06
152000.0	2.304757E+02	7.747689E-07	8.395669E+01	2.822294E-07
160000.0	2.475300E+02	5.482511E-07	9.015611E+01	1.996856E-07
168000.0	1.274549E+02	1.899437E-07	4.643091E+01	6.919511E-08
184000.0	7.540704E+01	5.375503E-08	2.746861E+01	1.958141E-08
192000.0	8.545410E+01	4.316667E-08	3.112068E+01	1.572044E-08
200000.0	4.619908E+01	1.677633E-08	1.683028E+01	6.111600E-09
216000.0	2.642925E+01	5.154542E-09	9.624170E+00	1.877018E-09
224000.0	3.114507E+01	4.529481E-09	1.134304E+01	1.649637E-09
232000.0	2.062838E+01	2.260619E-09	7.512331E+00	8.232598E-10
248000.0	1.000144E+01	6.403611E-10	3.643329E+00	2.332711E-10
256000.0	1.103871E+01	5.473193E-10	4.021549E+00	1.993956E-10
264000.0	5.365583E+00	2.076642E-10	1.954533E+00	7.564630E-11
280000.0	4.125990E+00	9.946441E-11	1.502339E+00	3.621659E-11
288000.0	5.190154E+00	9.975269E-11	1.890925E+00	3.634282E-11
296000.0	2.891189E+00	4.458127E-11	1.052755E+00	1.623317E-11
312000.0	1.365647E+00	1.379318E-11	4.975651E-01	5.025457E-12
320000.0	2.545610E+00	2.097863E-11	9.269680E-01	7.639236E-12
328000.0	1.077202E+00	7.280165E-12	3.923073E-01	2.651370E-12
344000.0	1.309774E+00	6.038453E-12	4.770862E-01	2.199510E-12
352000.0	1.380986E+00	5.293734E-12	5.030202E-01	1.928227E-12
360000.0	8.622082E-01	2.759497E-12	3.140586E-01	1.005144E-12
376000.0	8.069756E-01	1.821828E-12	2.939673E-01	6.636607E-13
384000.0	9.299414E-01	1.773119E-12	3.386762E-01	6.457539E-13
392000.0	6.483225E-01	1.047689E-12	2.361454E-01	3.816110E-13
