#Energy[eV]    Flux (66X66)urad^2 [ph/s/100mA]    Flux Pd (66X66)umrad^2 [ph/s/100mA]    Flux (24X66)urad^2 [ph/s/100mA]    Flux Pd (24X66)urad^2 [ph/s/100mA] 
15000.0	4.209977E+12	3.883157E+12	2.592169E+12	2.390940E+12
45000.0	1.221415E+09	1.484293E+05	6.689059E+08	8.128708E+04
60000.0	6.529952E+07	5.446070E+02	3.227861E+07	2.692080E+02
75000.0	2.050940E+06	2.434739E+00	9.105379E+05	1.080930E+00
105000.0	1.738036E+04	1.216012E-03	6.552759E+03	4.584619E-04
120000.0	9.095453E+03	2.113427E-04	3.327764E+03	7.732417E-05
135000.0	3.334774E+03	2.950071E-05	1.214924E+03	1.074769E-05
165000.0	1.149832E+03	1.983490E-06	4.186679E+02	7.222133E-07
180000.0	1.018715E+03	8.676995E-07	3.708721E+02	3.158934E-07
195000.0	4.588778E+02	2.044790E-07	1.670624E+02	7.444412E-08
225000.0	2.235175E+02	3.135939E-08	8.137772E+01	1.141725E-08
240000.0	2.352592E+02	1.961709E-08	8.565450E+01	7.142301E-09
255000.0	1.098083E+02	5.618783E-09	3.995883E+01	2.044653E-09
285000.0	6.703626E+01	1.401607E-09	2.438619E+01	5.098714E-10
300000.0	7.152276E+01	9.900609E-10	2.602332E+01	3.602304E-10
315000.0	3.341170E+01	3.124863E-10	1.215399E+01	1.136714E-10
345000.0	2.184692E+01	9.840069E-11	7.950184E+00	3.580842E-11
360000.0	2.547122E+01	8.152064E-11	9.267300E+00	2.965999E-11
375000.0	1.446166E+01	3.335438E-11	5.262096E+00	1.213650E-11
