# Energy[eV]	Flux[ph/s/100mA]
2.000000E+04	3.038919E+11
6.000000E+04	5.393534E+07
8.000000E+04	1.356269E+06
1.000000E+05	1.835348E+04
1.400000E+05	8.817927E+00
1.600000E+05	2.928761E-01
1.800000E+05	5.436548E-03
2.200000E+05	4.215723E-06
2.400000E+05	1.732727E-07
2.600000E+05	3.802342E-09
3.000000E+05	3.459153E-12
3.200000E+05	1.383702E-13
3.400000E+05	2.564846E-15
3.800000E+05	2.473090E-18
4.000000E+05	1.021155E-19
